timestamp,username,location,tweet_text
2026-08-07 15:04:08,@user4701,Industrial District,Anyone know why the power is out in Industrial District?
2026-08-07 15:05:05,@user9113,Downtown,Roof collapsed at the construction site in Downtown. Multiple workers trapped and injured.
2026-08-07 15:05:47,@user4861,North Hills,Anyone know why the power is out in North Hills?
2026-08-07 15:06:15,@user4358,Central Park,Anyone know why the power is out in Central Park?
2026-08-07 15:06:35,@user8050,Suburbs,Small electrical fire started at the bakery in Suburbs. Needs putting out.
2026-08-07 15:06:59,@user7522,Route 66,"Car on fire on Route 66, traffic is completely stopped. Send firetrucks!"
2026-08-07 15:07:41,@user5818,Southside,"Heart attack suspected at the gym in Southside. CPR in progress, where is the ambulance?!"
2026-08-07 15:08:13,@user9847,Main Street,Cyclist hit by a truck at the intersection of Main Street. Looks really bad. @Medical
2026-08-07 15:08:31,@user5573,Old Town,Cyclist hit by a truck at the intersection of Old Town. Looks really bad. @Medical
2026-08-07 15:09:12,@user8148,Main Street,Building collapse in Main Street due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 15:09:17,@user1011,Downtown,Roof collapsed at the construction site in Downtown. Multiple workers trapped and injured.
2026-08-07 15:09:59,@user8147,Downtown,Traffic is terrible around Downtown today. Ugh.
2026-08-07 15:10:14,@user4125,Main Street,"Explosion heard near Main Street, now there's a massive fire! People are running."
2026-08-07 15:11:08,@user5801,Southside,"Car on fire on Southside, traffic is completely stopped. Send firetrucks!"
2026-08-07 15:11:20,@user5525,Route 66,Pedestrian struck by a speeding car in Route 66. Needs immediate medical attention!
2026-08-07 15:12:16,@user3281,Industrial District,Brush fire spreading fast near Industrial District due to the high winds. @FireDept
2026-08-07 15:12:23,@user8885,Suburbs,"Car on fire on Suburbs, traffic is completely stopped. Send firetrucks!"
2026-08-07 15:12:48,@user6076,Route 66,Just got the best coffee in Route 66. What a beautiful day!
2026-08-07 15:13:29,@user7527,Route 66,Brush fire spreading fast near Route 66 due to the high winds. @FireDept
2026-08-07 15:13:57,@user8261,Suburbs,Massive food poisoning outbreak at the festival in Suburbs. Dozens of people need hospitalization.
2026-08-07 15:13:58,@user7024,Southside,"Explosion heard near Southside, now there's a massive fire! People are running."
2026-08-07 15:14:04,@user3175,Old Town,"Someone collapsed on the sidewalk in Old Town, they aren't breathing! Need a medic ASAP."
2026-08-07 15:15:04,@user8972,Central Park,Massive food poisoning outbreak at the festival in Central Park. Dozens of people need hospitalization.
2026-08-07 15:15:45,@user1701,North Hills,Anyone know why the power is out in North Hills?
2026-08-07 15:16:22,@user2053,Southside,Smell smoke coming from the apartment complex on Southside. Fire alarms are going off!
2026-08-07 15:16:39,@user2650,Downtown,Anyone know why the power is out in Downtown?
2026-08-07 15:16:56,@user6539,Main Street,Huge flames seen at the Main Street warehouse! Looks like a 3-alarm fire. #fire #emergency
2026-08-07 15:17:53,@user9083,Route 66,Roof collapsed at the construction site in Route 66. Multiple workers trapped and injured.
2026-08-07 15:18:02,@user1998,Main Street,Traffic is terrible around Main Street today. Ugh.
2026-08-07 15:18:56,@user7439,North Hills,"Lost dog found near North Hills, please share!"
2026-08-07 15:19:38,@user2233,Southside,Small electrical fire started at the bakery in Southside. Needs putting out.
2026-08-07 15:20:18,@user5021,Industrial District,Is something burning in Industrial District? Thick black smoke in the sky.
2026-08-07 15:21:11,@user1606,Old Town,Is something burning in Old Town? Thick black smoke in the sky.
2026-08-07 15:21:12,@user8415,Southside,Major explosion at Southside factory! Massive fire and many people injured. We need fire and medical now!
2026-08-07 15:22:04,@user8835,Old Town,Anyone know why the power is out in Old Town?
2026-08-07 15:22:59,@user3277,Westside,Major explosion at Westside factory! Massive fire and many people injured. We need fire and medical now!
2026-08-07 15:23:37,@user8988,Westside,Terrible multi-car crash at Westside. At least 3 people look badly injured. Send ambulances! #accident
2026-08-07 15:24:19,@user4889,Suburbs,"Someone collapsed on the sidewalk in Suburbs, they aren't breathing! Need a medic ASAP."
2026-08-07 15:25:12,@user6066,Southside,Just got the best coffee in Southside. What a beautiful day!
2026-08-07 15:25:16,@user4275,Industrial District,Anyone know why the power is out in Industrial District?
2026-08-07 15:26:12,@user7785,Main Street,Pedestrian struck by a speeding car in Main Street. Needs immediate medical attention!
2026-08-07 15:26:54,@user2759,Old Town,"Car on fire on Old Town, traffic is completely stopped. Send firetrucks!"
2026-08-07 15:27:32,@user7656,Westside,Brush fire spreading fast near Westside due to the high winds. @FireDept
2026-08-07 15:27:35,@user3763,Industrial District,Terrible multi-car crash at Industrial District. At least 3 people look badly injured. Send ambulances! #accident
2026-08-07 15:28:27,@user1715,Downtown,Traffic is terrible around Downtown today. Ugh.
2026-08-07 15:29:19,@user3453,Southside,"Car on fire on Southside, traffic is completely stopped. Send firetrucks!"
2026-08-07 15:29:24,@user8735,Downtown,"Explosion heard near Downtown, now there's a massive fire! People are running."
2026-08-07 15:30:24,@user5871,Southside,"Heart attack suspected at the gym in Southside. CPR in progress, where is the ambulance?!"
2026-08-07 15:30:55,@user4796,Route 66,"Someone collapsed on the sidewalk in Route 66, they aren't breathing! Need a medic ASAP."
2026-08-07 15:31:19,@user4841,Route 66,Traffic is terrible around Route 66 today. Ugh.
2026-08-07 15:31:41,@user1885,Industrial District,Traffic is terrible around Industrial District today. Ugh.
2026-08-07 15:31:42,@user5706,Industrial District,Anyone know why the power is out in Industrial District?
2026-08-07 15:32:30,@user4998,Westside,Pedestrian struck by a speeding car in Westside. Needs immediate medical attention!
2026-08-07 15:33:09,@user3219,North Hills,"Explosion heard near North Hills, now there's a massive fire! People are running."
2026-08-07 15:33:39,@user4189,Central Park,Smell smoke coming from the apartment complex on Central Park. Fire alarms are going off!
2026-08-07 15:34:27,@user6346,Downtown,Massive food poisoning outbreak at the festival in Downtown. Dozens of people need hospitalization.
2026-08-07 15:34:38,@user1781,Main Street,Just got the best coffee in Main Street. What a beautiful day!
2026-08-07 15:34:44,@user6420,Main Street,Brush fire spreading fast near Main Street due to the high winds. @FireDept
2026-08-07 15:35:41,@user4425,Suburbs,Major explosion at Suburbs factory! Massive fire and many people injured. We need fire and medical now!
2026-08-07 15:36:21,@user7350,Route 66,Major explosion at Route 66 factory! Massive fire and many people injured. We need fire and medical now!
2026-08-07 15:37:08,@user3216,Main Street,Terrible multi-car crash at Main Street. At least 3 people look badly injured. Send ambulances! #accident
2026-08-07 15:37:19,@user2139,Old Town,"Car on fire on Old Town, traffic is completely stopped. Send firetrucks!"
2026-08-07 15:38:06,@user9553,Industrial District,Is something burning in Industrial District? Thick black smoke in the sky.
2026-08-07 15:39:04,@user9213,Suburbs,Huge flames seen at the Suburbs warehouse! Looks like a 3-alarm fire. #fire #emergency
2026-08-07 15:39:24,@user4104,Suburbs,Brush fire spreading fast near Suburbs due to the high winds. @FireDept
2026-08-07 15:39:34,@user8831,Suburbs,"Explosion heard near Suburbs, now there's a massive fire! People are running."
2026-08-07 15:40:30,@user7890,Suburbs,"Heart attack suspected at the gym in Suburbs. CPR in progress, where is the ambulance?!"
2026-08-07 15:40:34,@user4310,North Hills,"Someone collapsed on the sidewalk in North Hills, they aren't breathing! Need a medic ASAP."
2026-08-07 15:40:35,@user8057,Southside,Smell smoke coming from the apartment complex on Southside. Fire alarms are going off!
2026-08-07 15:40:41,@user2663,North Hills,Smell smoke coming from the apartment complex on North Hills. Fire alarms are going off!
2026-08-07 15:41:08,@user8482,Main Street,Just got the best coffee in Main Street. What a beautiful day!
2026-08-07 15:41:15,@user9716,Industrial District,Roof collapsed at the construction site in Industrial District. Multiple workers trapped and injured.
2026-08-07 15:42:14,@user4909,Main Street,Roof collapsed at the construction site in Main Street. Multiple workers trapped and injured.
2026-08-07 15:42:50,@user4004,Central Park,Huge flames seen at the Central Park warehouse! Looks like a 3-alarm fire. #fire #emergency
2026-08-07 15:43:00,@user5849,Southside,Just got the best coffee in Southside. What a beautiful day!
2026-08-07 15:43:39,@user7362,Central Park,Just got the best coffee in Central Park. What a beautiful day!
2026-08-07 15:43:56,@user3415,North Hills,Building collapse in North Hills due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 15:44:39,@user8857,Old Town,"Explosion heard near Old Town, now there's a massive fire! People are running."
2026-08-07 15:45:00,@user2721,Old Town,Is something burning in Old Town? Thick black smoke in the sky.
2026-08-07 15:45:06,@user4591,Main Street,Major explosion at Main Street factory! Massive fire and many people injured. We need fire and medical now!
2026-08-07 15:45:43,@user7744,Downtown,Building collapse in Downtown due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 15:45:55,@user3592,Industrial District,Roof collapsed at the construction site in Industrial District. Multiple workers trapped and injured.
2026-08-07 15:46:31,@user4060,Southside,Traffic is terrible around Southside today. Ugh.
2026-08-07 15:46:55,@user3132,Industrial District,Building collapse in Industrial District due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 15:47:06,@user8069,Old Town,Building collapse in Old Town due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 15:48:00,@user5149,Suburbs,Small electrical fire started at the bakery in Suburbs. Needs putting out.
2026-08-07 15:48:29,@user5871,North Hills,Small electrical fire started at the bakery in North Hills. Needs putting out.
2026-08-07 15:48:43,@user8296,Main Street,Smell smoke coming from the apartment complex on Main Street. Fire alarms are going off!
2026-08-07 15:49:01,@user1938,Westside,Pedestrian struck by a speeding car in Westside. Needs immediate medical attention!
2026-08-07 15:49:29,@user3663,Industrial District,Roof collapsed at the construction site in Industrial District. Multiple workers trapped and injured.
2026-08-07 15:49:56,@user7545,Central Park,Small electrical fire started at the bakery in Central Park. Needs putting out.
2026-08-07 15:50:15,@user2649,Route 66,Building collapse in Route 66 due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 15:50:21,@user2803,Downtown,"Heart attack suspected at the gym in Downtown. CPR in progress, where is the ambulance?!"
2026-08-07 15:50:33,@user7208,Southside,"Heart attack suspected at the gym in Southside. CPR in progress, where is the ambulance?!"
2026-08-07 15:50:58,@user2236,Southside,Terrible multi-car crash at Southside. At least 3 people look badly injured. Send ambulances! #accident
2026-08-07 15:51:45,@user4464,Old Town,Building collapse in Old Town due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 15:51:51,@user7229,Westside,Brush fire spreading fast near Westside due to the high winds. @FireDept
2026-08-07 15:52:51,@user5791,Downtown,Just got the best coffee in Downtown. What a beautiful day!
2026-08-07 15:53:40,@user5753,Westside,Anyone know why the power is out in Westside?
2026-08-07 15:54:03,@user6010,Suburbs,Just got the best coffee in Suburbs. What a beautiful day!
2026-08-07 15:54:57,@user4711,Main Street,Pedestrian struck by a speeding car in Main Street. Needs immediate medical attention!
2026-08-07 15:55:39,@user7066,North Hills,Massive food poisoning outbreak at the festival in North Hills. Dozens of people need hospitalization.
2026-08-07 15:56:10,@user5587,Southside,Cyclist hit by a truck at the intersection of Southside. Looks really bad. @Medical
2026-08-07 15:56:16,@user9213,Southside,Traffic is terrible around Southside today. Ugh.
2026-08-07 15:56:52,@user9936,Suburbs,Pedestrian struck by a speeding car in Suburbs. Needs immediate medical attention!
2026-08-07 15:57:34,@user3288,Main Street,"Explosion heard near Main Street, now there's a massive fire! People are running."
2026-08-07 15:58:32,@user7868,North Hills,"Heart attack suspected at the gym in North Hills. CPR in progress, where is the ambulance?!"
2026-08-07 15:59:04,@user1283,Industrial District,Just got the best coffee in Industrial District. What a beautiful day!
2026-08-07 15:59:43,@user2614,Suburbs,"Explosion heard near Suburbs, now there's a massive fire! People are running."
2026-08-07 16:00:26,@user5507,Route 66,Smell smoke coming from the apartment complex on Route 66. Fire alarms are going off!
2026-08-07 16:01:19,@user4016,Southside,Small electrical fire started at the bakery in Southside. Needs putting out.
2026-08-07 16:01:40,@user2117,Old Town,Small electrical fire started at the bakery in Old Town. Needs putting out.
2026-08-07 16:02:04,@user8225,Industrial District,Cyclist hit by a truck at the intersection of Industrial District. Looks really bad. @Medical
2026-08-07 16:02:21,@user4427,Route 66,Terrible multi-car crash at Route 66. At least 3 people look badly injured. Send ambulances! #accident
2026-08-07 16:03:07,@user7928,Central Park,"Lost dog found near Central Park, please share!"
2026-08-07 16:03:46,@user4144,Southside,Smell smoke coming from the apartment complex on Southside. Fire alarms are going off!
2026-08-07 16:04:17,@user1545,Old Town,Smell smoke coming from the apartment complex on Old Town. Fire alarms are going off!
2026-08-07 16:04:34,@user9608,Route 66,Smell smoke coming from the apartment complex on Route 66. Fire alarms are going off!
2026-08-07 16:05:07,@user9296,Route 66,Building collapse in Route 66 due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 16:05:44,@user6350,Downtown,"Explosion heard near Downtown, now there's a massive fire! People are running."
2026-08-07 16:06:04,@user3092,Route 66,Cyclist hit by a truck at the intersection of Route 66. Looks really bad. @Medical
2026-08-07 16:06:54,@user2060,Suburbs,Pedestrian struck by a speeding car in Suburbs. Needs immediate medical attention!
2026-08-07 16:07:29,@user1689,North Hills,"Heart attack suspected at the gym in North Hills. CPR in progress, where is the ambulance?!"
2026-08-07 16:08:03,@user1514,Southside,Smell smoke coming from the apartment complex on Southside. Fire alarms are going off!
2026-08-07 16:08:45,@user4282,Industrial District,"Lost dog found near Industrial District, please share!"
2026-08-07 16:09:14,@user2867,Old Town,Huge flames seen at the Old Town warehouse! Looks like a 3-alarm fire. #fire #emergency
2026-08-07 16:10:07,@user9007,Westside,Roof collapsed at the construction site in Westside. Multiple workers trapped and injured.
2026-08-07 16:10:56,@user8826,Old Town,Massive food poisoning outbreak at the festival in Old Town. Dozens of people need hospitalization.
2026-08-07 16:11:47,@user7080,Suburbs,"Car on fire on Suburbs, traffic is completely stopped. Send firetrucks!"
2026-08-07 16:12:14,@user6520,Southside,Anyone know why the power is out in Southside?
2026-08-07 16:12:17,@user6111,Main Street,Traffic is terrible around Main Street today. Ugh.
2026-08-07 16:12:21,@user9966,Industrial District,Traffic is terrible around Industrial District today. Ugh.
2026-08-07 16:13:06,@user7687,Suburbs,Is something burning in Suburbs? Thick black smoke in the sky.
2026-08-07 16:13:52,@user8815,Suburbs,Small electrical fire started at the bakery in Suburbs. Needs putting out.
2026-08-07 16:13:56,@user3256,Central Park,Smell smoke coming from the apartment complex on Central Park. Fire alarms are going off!
2026-08-07 16:14:16,@user4222,Downtown,"Car on fire on Downtown, traffic is completely stopped. Send firetrucks!"
2026-08-07 16:15:11,@user2280,North Hills,"Heart attack suspected at the gym in North Hills. CPR in progress, where is the ambulance?!"
2026-08-07 16:15:58,@user8143,Suburbs,Roof collapsed at the construction site in Suburbs. Multiple workers trapped and injured.
2026-08-07 16:16:33,@user5578,Industrial District,"Someone collapsed on the sidewalk in Industrial District, they aren't breathing! Need a medic ASAP."
2026-08-07 16:17:02,@user8442,North Hills,Is something burning in North Hills? Thick black smoke in the sky.
2026-08-07 16:17:15,@user1839,Main Street,Small electrical fire started at the bakery in Main Street. Needs putting out.
2026-08-07 16:17:42,@user8796,Central Park,Smell smoke coming from the apartment complex on Central Park. Fire alarms are going off!
2026-08-07 16:18:17,@user9354,Main Street,Building collapse in Main Street due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 16:19:01,@user7937,Westside,Roof collapsed at the construction site in Westside. Multiple workers trapped and injured.
2026-08-07 16:19:35,@user9348,Main Street,Small electrical fire started at the bakery in Main Street. Needs putting out.
2026-08-07 16:20:01,@user7365,Westside,Traffic is terrible around Westside today. Ugh.
2026-08-07 16:20:51,@user2466,Main Street,Massive food poisoning outbreak at the festival in Main Street. Dozens of people need hospitalization.
2026-08-07 16:21:07,@user5095,Industrial District,"Someone collapsed on the sidewalk in Industrial District, they aren't breathing! Need a medic ASAP."
2026-08-07 16:21:28,@user8130,North Hills,Roof collapsed at the construction site in North Hills. Multiple workers trapped and injured.
2026-08-07 16:22:07,@user1288,Old Town,Huge flames seen at the Old Town warehouse! Looks like a 3-alarm fire. #fire #emergency
2026-08-07 16:22:43,@user3255,North Hills,Huge flames seen at the North Hills warehouse! Looks like a 3-alarm fire. #fire #emergency
2026-08-07 16:22:58,@user1703,Downtown,Building collapse in Downtown due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 16:23:53,@user2516,Downtown,Massive food poisoning outbreak at the festival in Downtown. Dozens of people need hospitalization.
2026-08-07 16:24:34,@user6663,Westside,Smell smoke coming from the apartment complex on Westside. Fire alarms are going off!
2026-08-07 16:25:19,@user1250,Old Town,Anyone know why the power is out in Old Town?
2026-08-07 16:25:36,@user6673,Westside,"Car on fire on Westside, traffic is completely stopped. Send firetrucks!"
2026-08-07 16:25:55,@user6651,Southside,Brush fire spreading fast near Southside due to the high winds. @FireDept
2026-08-07 16:26:21,@user6569,Old Town,"Explosion heard near Old Town, now there's a massive fire! People are running."
2026-08-07 16:27:04,@user1640,Industrial District,Pedestrian struck by a speeding car in Industrial District. Needs immediate medical attention!
2026-08-07 16:27:21,@user2437,Downtown,Anyone know why the power is out in Downtown?
2026-08-07 16:27:49,@user7184,Suburbs,Is something burning in Suburbs? Thick black smoke in the sky.
2026-08-07 16:28:44,@user2750,North Hills,"Car on fire on North Hills, traffic is completely stopped. Send firetrucks!"
2026-08-07 16:29:06,@user1546,Central Park,Smell smoke coming from the apartment complex on Central Park. Fire alarms are going off!
2026-08-07 16:29:37,@user1948,Westside,Huge flames seen at the Westside warehouse! Looks like a 3-alarm fire. #fire #emergency
2026-08-07 16:30:06,@user5914,Central Park,Building collapse in Central Park due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 16:30:19,@user9207,Westside,Building collapse in Westside due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 16:31:03,@user6476,Westside,"Explosion heard near Westside, now there's a massive fire! People are running."
2026-08-07 16:31:27,@user7691,Industrial District,Smell smoke coming from the apartment complex on Industrial District. Fire alarms are going off!
2026-08-07 16:31:55,@user4805,Old Town,Small electrical fire started at the bakery in Old Town. Needs putting out.
2026-08-07 16:32:47,@user7937,North Hills,Anyone know why the power is out in North Hills?
2026-08-07 16:33:42,@user1800,Old Town,Building collapse in Old Town due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 16:33:55,@user7044,Westside,Pedestrian struck by a speeding car in Westside. Needs immediate medical attention!
2026-08-07 16:34:19,@user8660,Suburbs,Major explosion at Suburbs factory! Massive fire and many people injured. We need fire and medical now!
2026-08-07 16:35:05,@user6962,Route 66,Massive food poisoning outbreak at the festival in Route 66. Dozens of people need hospitalization.
2026-08-07 16:35:54,@user2583,Old Town,"Explosion heard near Old Town, now there's a massive fire! People are running."
2026-08-07 16:36:00,@user5100,Main Street,Roof collapsed at the construction site in Main Street. Multiple workers trapped and injured.
2026-08-07 16:36:04,@user7194,Main Street,Building collapse in Main Street due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 16:36:11,@user9159,North Hills,Roof collapsed at the construction site in North Hills. Multiple workers trapped and injured.
2026-08-07 16:36:53,@user7787,Downtown,"Explosion heard near Downtown, now there's a massive fire! People are running."
2026-08-07 16:37:44,@user2668,North Hills,Anyone know why the power is out in North Hills?
2026-08-07 16:38:38,@user2600,Industrial District,Roof collapsed at the construction site in Industrial District. Multiple workers trapped and injured.
2026-08-07 16:38:47,@user6418,Downtown,Building collapse in Downtown due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 16:38:55,@user3048,North Hills,Building collapse in North Hills due to the fire. Paramedics and Firefighters needed immediately.
2026-08-07 16:39:46,@user1423,Downtown,"Explosion heard near Downtown, now there's a massive fire! People are running."
2026-08-07 16:40:40,@user5169,Main Street,Smell smoke coming from the apartment complex on Main Street. Fire alarms are going off!
2026-08-07 16:41:08,@user2426,Suburbs,Traffic is terrible around Suburbs today. Ugh.
